システム監視にて「渋谷　旅客#1　出発時機表示器　ｱﾄﾞﾚｽ3a　応答無し」及び同駅内の各出発時機表示器の発生/回復を多数検知。システム監視の警報履歴を確認したところアドレス04～07の故障が発生のままと判明。信号係員現地確認したところ、埼京線4番線ホームの立番用/車掌兼用の出発時機表示器上SG1-2が不良と判明、使用停止手配を行った。その後山手線ホームの全ての出発時機表示器の電源の切/入をし点灯試験を行うも、点灯しないことが判明。電報にて使用停止手配を行い、後日調査することとした。	4
輸送一斉にて「2780E運転士より山手貨物線　池袋～田端操　下り第一閉そく信号機にてYY→R→G現示煽りが発生し、ATS-P動作で現在停車中」伝達。信号指令にてATOSｼﾞｬｰﾅﾙを解析し、下1T軌道回路が列車進入時に煽っていることが判明。施設指令に合同調査を要請し、信号係員に現地出動を指示。確認したところﾚｰﾙ周り及び各種ﾘﾚｰ状態に異常はなく、列車接近時においてもﾃﾞｰﾀの変動は見受けられなかったが、軌道ﾘﾚｰの交換とﾒﾓﾘｰﾊｲｺｰﾀﾞを設置し監視することとした。	1
輸送一斉より「山手線　駒込～田端間　第二中里踏切で人身事故発生」の伝達。状況確認したところ、内回り1702G列車が踏切に進入の際、進行左から進入した公衆と衝撃したことが判明。現地確認したところ、踏切設備に異常はなく正常動作を確認した。遮断桿の高さＷＢ１＝850mm、ＷＢ２＝790mm、ＷＢ３＝850mm、ＷＢ４＝790mm　しゃ断桿の離れ　ＷＢ１、ＷＢ３間＝10mm　ＷＢ２、ＷＢ４間＝10mm　踏切VAMでの警報時間41秒　現車での警報時間53秒で踏切設備異常なし。	5
輸送一斉にて「815G乗務員よりドア開閉しない」伝達。機械技セにて、現地確認したところ、制御器内の基盤のエラーを確認し、電源入切にて回復。原因が判明しないため大崎1番線および3番線のP0地上子を有電源から無電源に変更。原因については、施設系統にて9月1日・9月2日の夜間作業に調査予定。	0
定常監視にて「山手　池袋　池袋MSH　列防動作　目白　山手内回り(1番線)」発生を検知。その後回復するも、再度発生回復を２回検知。輸送一斉にて「山手線目白駅内回りにて検知マット動作。駅係員が現地確認するも異常無しで復帰扱いしたが再度検知。検知マット切る手配中」伝達。目白駅社員に確認したところ、山手内回り５ブロックにて検知していることが判明。信号係員が現地調査したところ、５ブロック目のマットの不良を確認。夜間にて詳細調査を行い、5ブロックの4番目のマット～JB間のケーブルが鼠害により不良と判明。ケーブルを交換を行い、試験にて異常のないことを確認した。	6
システム監視にて「大崎（電） FX 2E 転てつ器再転換 発生 63 6RQ」検知。ジャーナルを解析したところ4番線から6RQを構成する際、N→Rの転換時にリトライが発生したことが判明。信号係員が施設係員と合同で調査したところ、転てつ機のロックの状態は正常、現場回りに異常が無い事を確認。N→Rの動作電流を測定したところ9.6A、床板部に油切れを見つけ注油したが、特に転換状態は変わら無かった。夜間作業にて確認したところ、従動クランプ部の転換面に擦れた跡があり、油が十分行き渡っていないことが判明。各部注油をし、油を馴染ませた結果負荷トルクが下がり、異常がない事を確認した。	3
定常監視にて「山手 池袋 池袋電MRH 画像式転落検知装置(山手 外回 7番線)重故障」発生回復を2回検知。池袋駅より「山手線外回り7番線のカメラ2でブザーが鳴って診断異常が発生した。一度使用停止して様子を見て、使用停止を解除したところ再度診断異常が発生した。今は使用停止をかけたまま。列車は無く、画像が出ていなかった」連絡。信号係員とメーカー係員が打合せたところ7番線のカメラ2の不良と判断。夜間作業にてメーカー係員と合同調査を行い当該カメラのレンズを交換。機能試験及び現車にて異常ない事を確認した。	6
定常監視にて「山手貨 新宿 ES形転てつ機123ｲ 転てつ機状態異常」発生回復を検知。詳細故障情報を確認したとろ０DH(KR-SW故障)であることが判明。信号係員及びメーカー係員に状況連絡し、メーカーにてジャーナル解析を行った。ジャーナル解析によりＫＲ-SWのＯＮ、ＯＦＦ情報が1.3ｓ途絶えていたため、軽故障となっていることが判明した。メーカー見解にて6ｓ以上情報が途絶えると重故障となり、電源の入り切りが必要となるため、ＭＣにて監視を続け、夜間にて123号ィのモーター交換を行い、確認試験にて異常なし。現車にて異常のないことを確認した。	3
JEIS中央指令より「高田馬場の情報端末の遅延モニタの時刻が更新されない」連絡。山手線新宿～田端間の他駅でも同事象となっていることが判明。池袋駅の駅情報CSの再立上げするも事象回復せず。その後、輸送指令より「GD卓より山手線池袋駅の延発入力が行えない、新宿～池袋・外回り、池袋～田端・内周りの運済みが反映されていない」連絡。メーカーにて調査したところ池袋RCS2系(主系)のリモートアクセスが行えない状況のため、情報量が多くなり不具合が発生していると判断。RCS2系を停止し、1系主系に切替を行い、メーカーにて健全性の確認を行った。駅に情報CSの状況を確認したところ正常動作の連絡。夜間作業にてメーカー立会でRCSの調査を行った。RCSの両系の再立上げと関係ハードウエアの交換を行い、健全性と現車にて異常のないことを確認した。	7
定常監視にて「山手貨　新宿　青山街道踏切[山手貨2]　LDR　青山障」発生/回復を検知。以降、列車通過時に発生/回復を検知。信号係員が現地にて障害物検知装置の試験発光を行ったところ、障害物検知装置投受光器（R9）が点かないことを確認した。調査したところ、障害物検知装置投受光器（R9）の向きが一致していない為、マージンが取れていないことが判明。投受光器の光軸調整を行い、現車確認にて異常のない事を確認した。	8
定常監視にて「東京総車 東京総合車両セ 東京総合車両セRH(1) SMET軽故障」、「東京総車 東京総合車両セ 東京総合車両セRH(1) SMET 自システム外又は軌道回路故障」、および「東京総車 東京総合車両セ SMETモニタSMET架5-1系 SMET-モニタ間伝送故障」発生/回復を検知。遠隔モニタで確認したところ、５架の1系の玉込めが「６」となっていることを確認。また警報表示にて「SMET:5　系:1　低電圧検知」、「装置故障」、「SMET通信異常」発生/回復を検知していた。メーカと打ち合わせ、ユニット故障と判断、現地で信号係員が予備品と交換し異常のないことを確認した。	1
輸送指令より「山手貨物渋谷～新宿間の下り4用の中継信号機の真ん中の電球が切れているように見えるとの連絡が渋谷駅よりあった」連絡。その後、列車確認にてコモン球は点灯していた連絡。信号係員が現地確認をしたところ、停止現示でコモン球のみ点灯で、両サイドの電球が滅灯している状態である事が判明。調査の結果、下4HPRリレーの接点に焦げがある事が判明。リレーを交換して、停止現示が正常に点灯した事を確認。現車にて異常のない事を確認した。	9
定常監視にて「東京総車　東京総合車両セ　東京総合車両セRH(1)　SMET軽故障」、「東京総車　東京総合車両セ　東京総合車両セRH(1)　SMET自システム外又は軌道回路故障」発生/回復を検知。遠隔モニタで確認したところ、SMET7架の１系の玉込めが「７」となっており、警報表示にて「SMET通信異常」「装置故障」「低電圧検知」発生/回復を確認。信号係員が現地にて玉込めリセットを行ったが、再度同事象発生。メーカーと打合せの上ユニット故障と判断し、SMET７架-１系ユニットを予備品と取替え異常の無いことを確認した。	1
システム監視にて「山手　大崎（電）　諸設備１　諸設備入出力装置停止Ｎｏ．１」、及び他アラームを検知。その後輸送一斉にて「大崎、五反田、目黒、恵比寿、渋谷、原宿、代々木でCRTフリーズ、及び案内放送が無い状態」の伝達。メーカー解析の結果、RCS2系の情報系通信において送信はできるが受信は出来ない状態である事が判明。信号係員とメーカーで連絡を取り、列車間合いにてRCS2系の系切替を指令にて行うも切替わらず。再度間合いを調整し現地のRCS2系電源を切り、1系を主系に切替えたところ、旅客案内装置の回復及び各駅の案内放送の回復を確認した。その後メーカーと合同でRCS2系のS-11のボード（LANPS）を交換、再立上げを行い正常動作を確認した。	7
輸送指令より「新宿駅２番線から大崎方に出発する上り１４５６F列車乗務員より出発信号機１７Ｌにおいて進行現示と注意現示の煽りを２～３回認めた。その後は発生していない」連絡。ＡＴＯＳジャーナルを確認したところ不正落下等の警報を検知していなかったがＡＣＰ現場機器制御ジャーナルを解析したところ発生時刻付近において貨上り１３、８ＬＴ及び１７Ｌの変化情報を多数検知していた。施設係員と合同調査したところ（原宿駅）５２Ｔと（新宿駅）８ＬＴとの絶縁部においてフローが発生していることが判明、施設係員が夜間間合いにて処置を行った。	0
システム監視にて「中央本 新宿（列） 不正落下発生 254T」検知。また定常監視にて「中央急行 新宿 運行管理用I/F装置 301形 軌道回路故障」検知。その後システム監視、定常監視とも回復を検知。設備指令卓及び輸送一斉にて進路構成ができたことを確認。信号係員と施設係員とで合同調査を行ったところ、分岐器255号内の絶縁部に鉄片が介在したことを確認。施設係員が撤去を行った。その後、間合い抑止にて再度合同調査を行い、異常のないことを確認した。	0
システム監視で「埼京山貨 大崎(列) 装置故障 発生 電子端末」発生回復を多数検知。その後「埼京山貨 大崎(列) 駅中間停電発生 埼京山貨 上り」発生回復を多数検知。それに伴い、設備指令卓で大崎駅構内の停電表示煽り及び、仮列番発生と安全側線支障表示を検知。信号係員が現地確認したところ、大崎駅機器室にある電子端末No.2のⅡRSCORリレーが動作落下を繰返し、コンソール部の正常LEDがG→R表示を繰返しているのを確認。また電子端末全架でTEXOTBシートのLED表示煽りを確認した。メーカーと連絡を取って調査したところ、電子端末No.2の1系LST1シートの不良と判明したため、当該シートの交換を行い復旧。LED及び指令卓の表示が正常となった事を確認した。	7
システム監視にて「田端　2系不正落下発生　山下8-9T」及び定常監視にて「京浜東北　田端　電車RH運行管理用　軌道回路（運行管理）故障」発生検知。その後輸送一斉にて上記伝達。指令にてATOSジャーナルの確認を行い、山下8-9Tが落下したままであることを確認するとともに、D-ATC端末で山下8Tが不正落下を発生している事を確認した。輸送一斉にて「駒込駅社員がホームから線路を確認したところ、外回り線路で雨水が大量に流れている」伝達。その後不正落下は自然回復した。信号係員が現地確認を行い、水がレール底部を被い流れている状況を確認。土木技セと線路上の排水を行う事を打合せ、つまっていた排水溝の整備を行い、水捌けが良くなった事を確認。現場設備に異常のない事を確認した。	1
信号係員より「池袋運輸区より、4番線N4Tに在線表示が残っている連絡があった。現在、メーカーと連絡を取りながら、機器室で確認している」連絡。その後、CTC駅装置の再立上げを実施。現地詳細確認したところ、CTC駅装置の1系が使用系の時に発生し、RIO44シートに不具合があることが判明。終日、2系を使用系とし、信号係員を信号扱所に配置し監視とした。夜間作業にてCTC駅装置の1系の当該シート交換を行った。	10
夜間作業にて信号係員より「総合検査にて、山手線池袋駅258号ES転てつ器のコネクタ受け側のプラスチックにひびがあり、接続できない」連絡。信号指令にて予備品手配を行い、現地信号係員へ、ケーブル接続し仮復旧処置を行い、翌日の夜間に本体の取替を行うよう指示。翌日の夜間作業にて本体取替・試験を行い、異常の無いことを確認し、現地を引上げた。	3
システム監視にて「埼京川越山貨ﾙｰﾌﾟ　BCM停止」「埼京川越山貨ﾙｰﾌﾟ　SBCﾏｽﾀ　ｽﾚｰﾌﾞ切替（A系:ﾏｽﾀ、B系:ｽﾚｰﾌﾞ）」「埼京川越山貨ﾙｰﾌﾟ　ﾘﾋﾟｰﾀ状態　A系:正常　B系:正常」を検知。指令にてシステム監視のステーション状態監視を確認したところ新宿（列）ゲートウェイのBCM3が停止状態となっていた。メーカーと信号係員が現地LED状態を確認しBCMボード３（BCM-B1シート）の不良であることが判明。BCMﾎﾞｰﾄ３（BCM-B1シート）を交換し、健全性の確認を行い異常がないことを確認した。	11
輸送一斉にて「山手貨物線　上り　渋谷～恵比寿間　2260Yにて第8閉そくがG→Yに現示ダウン、前方の第7閉そくもY→YYに現示ダウンの申告があったがその後現示回復したため運転再開した。信号指令で何か検知してないか」伝達。信号指令にて定常監視を確認したところ第8閉そくと第7閉そくの現示ダウンを確認。また、ATOSジャーナルを確認したところ、軌道回路の不正落下は発生していないことを確認。信号係員が現地を確認したところ信号設備に異常は見られなかった。念のため、上り7閉そく器具箱内のATS-Pの現示アップに使用しているリレー上7HySLPRを交換し、データ測定および現車にて異常のないことを確認した。	0
輸送一斉で「山手　池袋構内　作業確認。線路閉鎖がかかっているため入区の入2454Gが上り入出区線から12番線に入区できない」伝達。設備指令卓で確認したところ、信号作業で入出区線（712T、22LT）を支障していることが判明、線路閉鎖解除の手配を行った。線路閉鎖解除・作業員退避完了を確認して信号一斉で輸送へ伝達を行い、入2454Gが入区した。	5
システム監視にて「大崎(列)　不正落下発生　162T」および「大崎(列)　不正落下発生　161ｲT」発生を検知。定常監視にて「山手貨　大崎　大崎列車RH　電子連動新形　軌道回路故障」発生を検知。信号係員と施設係員が合同で現地調査を行ったところ、162T・161イT間の進行左側絶縁箇所にある締結装置付近を測定器で確認したところ、軌条電流が流れている事が判明。施設係員にて締結金具のフックボルトを外したところ、軌条電流が流れなくなった事を確認し不正落下が回復した。夜間作業にて再現を試みたが再現はしなかった。施設係員で絶縁箇所の解体・取替を行い、信号係員にて軌道回路データ、及び現車にて異常のないことを確認した。	1
夜間作業のパートナー会社社員より「新宿駅の画像式転落検知装置のカメラの検査・カメラレンズ清掃を行っていたが、１５番線No.6のカメラでの検査でシルバーの検知体は検知するが、黒の検知体は検知しない」連絡。駅の監視盤で１５番線No.6カメラの使用停止を行い、電報で一時使用停止手配を行った。	6
定常監視にて「山手貨　渋谷　転落下り動作　渋谷(山貨)」発生を検知。輸送一斉にて「転落検知動作のまま。駅係員が復帰扱いするも復帰出来ない。駅係員で使用停止を行う」伝達。信号係員が現地確認したところ、3番線の1ブロックで監視盤の正常ランプが滅灯の後に自然回復を確認。メーカと連絡をとり調査したところ、ケーブル又は検知マットの不良が疑われると判断。日中帯にケーブル絶縁測定を行ったが、異常が見られなかったため、夜間に検知マットの交換を行い、試験にて正常動作を確認した。	6
定常監視にて「山手貨　大崎　P-大崎上2場32L　符合処理器（EC）故障」発生を検知。信号係員が現地を確認したところ、NFB6（1.5A）のトリップを認め、投入しEC再立上げするも再度NFB6トリップ。EC再立上げ時に「中継器（RP）No.2故障」も発生するため、RP2への回線を切り離したところ回復。RH～地上子間ケーブル又は地上子及びクロージャの不具合と予測し、夜間作業にてクロージャを開けたところ内部に水が浸入しており、保安器でショートしていることを認めたため、地上子ケーブルの直接続を行ない復旧した。	2
システム監視にて「山手　新宿　FX　2系不正落下発生　C2LT」発生・回復を検知。定常監視にて「中央急行　新宿　運行管理I/F装置301形　軌道回路故障（電車）」発生・回復を検知。ATOSジャーナルを解析したところ抜け際の煽りと思われる事象を確認した。夜間の間合いにて施設と合同で調査したところC2LTとD2LT（SMET）の進行右側レール絶縁頭部に鉄片の介在を認め、再現試験にてレベル低下を確認した。	1
定常監視にて「山手貨　池袋　電子ASRH　MTD停電４架」、「山手貨　池袋　電子ASRH　MTD軽故障４架」発生／回復を検知。MTD遠隔モニタおよびATOSジャーナルで確認したところ、MTD１系のみTR落下を検知。MTD２系およびATOSジャーナルではTRの落下はしていないことを確認。メーカーに状況説明し確認したところ、MTD架に実装されている１系のAINユニットにて一時的にエラーが発生した事により停電及び軽故障が発生したことが疑われるため、当該ユニットの交換が望ましいとの見解から、列車間合いにて予備品と交換しLED点灯状態並びに現車で異常のない事を確認した。	1
定常監視にて「山手　池袋　画像式転落検知装置（山手　内回　6番線）重故障」発生検知。池袋駅より「No.5カメラにて診断異常を検知したので、使用停止スイッチを扱った」連絡。信号係員が現地確認したところ、No.5カメラで自己診断異常を検知し、カメラの不良と判断。電報にて、No5カメラの一時使用停止手配を行った。	6
定常監視にて「山手貨　大崎　大崎電車RH　電子連動新型　軌道回路故障」発生回復を検知。及びｼｽﾃﾑ監視端末より「埼京山貨　大崎(列)　不正打上発生165T」「埼京山貨　大崎(列)　軌道回路故障回復」を検知。その後、輸送一斉にて「大崎165Tにて不正扛上が発生。現在は回復している。信号で調査してほしい」伝達。信号指令にてｼﾞｬｰﾅﾙを確認したところ、列車が167Tに進入して約2秒後に165Tが落下、その後4秒で動作し不正扛上発生。165Tは不正扛上後、5秒後に落下している事が判明。信号係員と施設係員が合同で調査を行った。165号転てつ機周りに支障する物は無く異常なし。ZB及びﾎﾞﾝﾄﾞを確認したが、緩み･ﾎﾞﾝﾄﾞ外れ等の異常は無かった。167/165TのZBに帰線電流計を設置し、機器室にてﾒﾓﾘｰﾊｲｺｰﾀﾞを設置して現地を引上げた。夜間作業にて施設係員と合同でﾚｰﾙ絶縁解体調査を行い異常無し。軌道回路の送電及び着電ｹｰﾌﾞﾙの絶縁調査を行い、異常が無い事を確認した。帰線電流計を165T着電側に変更した。	1
輸送指令より「山手貨物　恵比寿～渋谷　下り第七閉そくにて試9353MがG→Yへ現示ダウンを認めた」連絡。指令で定常監視のジャーナルを確認したところ下７閉そくと下６閉そくの現示ダウンを確認。尚、ＡＴＯＳジャーナルを確認したところ、軌道回路の不正落下は発生していないことを確認。信号係員が現地を確認したところ信号設備に異常は見られなかった。沿情のジャーナルを確認したところ、当該列車で下８－２までは中減速として地上側で受信していたが下８－１で車上からの電文が地上側で低減速で電文受信しているため現示ダウンが発生したことが判明。現地ではデータ測定を行い、現車で異常の無いことを確認した。その後運用指令より車上データを受領し、MUE TRAIN走行試験時に仕業カードレス伝送試験に伴いカードの抜き差しを行っていたことが判明した。	12
システム監視にて「大崎(電)　装置故障　電子端末」発生回復を繰返す。その後、発生のまま。信号係員が現地確認で電子端末２架、転てつ機制御TPOINT2の１系ユニット(41号42号43号)とＴＣＰＵ1-Fの１系ユニットに異常ランプの点灯を確認。TPOINT2の１系ユニットの不良と判断。ユニット交換を行い回復。転換試験と現車確認で異常のない事を確認した。	7
システム監視で「埼京山貨　池袋（列）　転てつ器再転換発生　702」を検知。指令でATOSジャーナルで確認したところ、2229M列車が進路構成の際、電気転てつ機702号がN→R転換時に再転換となっていたことが判明。信号係員が施設係員と合同で確認したところ、ベアリング床板のベアリングカラーが外れ、床板からベアリングが外れていた。外れたベアリングは見つからず、床板に傷が付いていた。輸送指令と打ち合わせ、間合抑止で状態確認をしたところ、R側の密着が強かったため、調整を行った。原因の特定に至らなかったため、信号係員が夕方のラッシュ時間帯に監視を行った。夜間にて施設係員と合同で、転てつ機本体の調査と交換を行い、転換試験にて異常の無い事を確認した。	3
定常監視にて「山手　池袋　池袋MRH　HDD故障（表示制御盤2）」発生を検知。信号扱所に状況確認したところ、赤メッセージと警報音が鳴動していることが認められた。信号係員が現地にてメーカーと打合せを行いながら確認したところ、表示制御盤2のHDD(2重系)が2個中1個故障していることが判明。日中帯にメーカーの予備品と交換を行い、健全性確認にて異常のない事を確認した。	7
定常監視にて「山手貨　新宿　厩道踏切　踏切支障報知装置扱い」「山手貨　新宿　厩道踏切　障害物検知装置動作」「山手貨　新宿　厩道踏切　LDR厩障検」を検知。現地で立会いを行っていた信号係員より「タクシーが虜になったのでPBを扱った。車は踏切外に脱出している」連絡。信号一斉にて「現地係員より山手貨物線　新宿駅構内　厩道踏切にてタクシーが虜になったのでPBを扱った。車は踏切外に脱出している」伝達。輸送一斉にて「信号係員にPB復帰扱いの要請」伝達。信号一斉にて「踏切の安全確認がとれたのでPBの復帰扱いを行った」伝達を行った。	8
定常監視にて「中央急行　新宿　軌道回路故障」発生・回復を検知、システム監視にて「新宿(列)　貨下り１T不正落下」発生･回復を検知。輸送一斉にて「山手貨物　大崎～新宿　下１不正落下を確認」伝達。信号一斉にて「発生・回復を確認」伝達。施設指令へ状況連絡を行い、ATOSジャーナルにて下り単9941が下１T通過中に軌道回路の煽りを確認。又、低速での走行を確認。次列車以降で同現象は発生していない。信号係員と施設係員合同で調査し、現場異常なしを確認。	1
定常監視で「山手 大崎 大崎（電車）RH 信号機器コントローラ 電子端末2 軽故障」発生/回復を検知。またシステム監視で「山手 大崎（電）装置故障 電子端末」発生/回復を検知。信号係員に出動指示とともにメーカーに対応を要請。現地確認したところ、信号機器コントローラ電子端末部のTWDT2系の玉込めが1つ減っていることを確認。玉込めリセットを行い、正常動作を確認した。その後、ATOS連動ジャーナルをメーカーに解析依頼。解析の結果、MB5の電子端末部2系の外部出力Bユニット(TEXOTB2)が一時的に故障したことが判明。同ユニットの交換を行い、正常動作を確認。現車にて異常のないことを確認した。	7
池袋駅より「池袋運輸区16番線入区の際、808Tが一瞬９番線の方も短絡表示となった」連絡。信号係員がリモートで障探を確認したところ、入区車両が軌道回路808Tを通過中に、YS形電気転てつ機808号の定位表示が２回瞬時切れていることが判明。信号係員と施設係員が現地合同調査を実施したところ、接着やレール周り等に異常は認められなかったが、念のため808号定位側の回路制御器の調整を行い、転換試験にて異常の無いことを確認した。	3
輸送一斉で「山手線内回り1904G列車で車内信号を受信し停車。手動設定で進行を現示」、その後「1904G運転再開、後続1928G列車で確認し異常なし。内周り全線抑止解除」伝達。信号指令では故障情報の発生は無い回答。ATOSジャーナルを確認したところ1904G列車に対し列番修正シフトが行われ、再度駅中間窓に逆シフトが行われていた、そのため進路が設定されなかった事が判明。輸送指令に確認したが列番修正は行っていないとの事なのでATOS機能調査依頼を行う事とした。	5
輸送一斉にて「山手線　内回り　原宿～渋谷間走行中の2428G運転士より×信号受信した。信号指令にて故障検知あるか」伝達。信号一斉にて「故障検知していない」伝達。信号指令にてD-ATCジャーナルを確認したところ警報出力無しを確認。念のため、DPA-SRボードの交換とクロージャーを揺すって受信レベルに変動ないことを確認した。	2
システム監視にて「埼京山貨　池袋(列)　転てつ器再転換発生　716　83LG」を2回検知後、「埼京山貨　池袋(列)　転てつ器転換異常　716　83LG」を検知。定常監視にて「山手貨　池袋　電子連動アダプタ　電子MRH　転てつ機故障(転換不能)」発生を検知。駅係員が716号ロを手回しハンドルにてN側に転換後に鎖錠を行い運転再開。その後列車抑止間合いにて信号係員が調査したところ、転換トルクが大きく動きが重いことを確認し転てつ機の不具合と判断。再度列車抑止間合いにて転てつ機本体を予備品と交換して転換試験及び現車にて異常のないことを確認した。	3
定常監視にて「中央急行 新宿 運行管理I/F装置 進路制御系片系故障」、システム監視にて「新宿(列) ACP9-2系 異常発生」を検知。信号係員が現地の現場機器モニタで確認したところ、ACP停止とANC(1)状態異常発生を確認。メーカーへ対応要請を行い、ACP9-2系の再立上げで故障回復。その後、ジャーナルをメーカーに送付し解析を要請。解析の結果SCNボードの不良が考えられるため、夜間メーカー立会いのもとボード交換を行い異常の無い事を確認した。	7
システム監視にて「埼京山貨 池袋(列) 不正扛上発生 702T」、定常監視にて「山貨 MTD レベル低下・妨害波・残留警報レベル・未通過検知3架」、「軌道回路故障」発生を検知。信号指令にて遠隔モニタを確認したところ、702Tにて残留電圧異常が発生していることを確認。施設係員と信号係員にて現地確認したところ114LTとの絶縁付近に鉄粉および鉄片があったため除去。軌道回路データが正常であることを確認した。	1
